Language_ID,Name,Provider
abb,Arabic (Chadian),other
aeg,Arabic (Colloquial Egyptian),other
ael,Arabic (Cyrenaican Libyan),other
ael,Arabic (East Libyan),other
ams,Arabic (Modern Literary),other
ars,Arabic (North Yemen),other
ars,Arabic (Northern Yemeni),other
ars,Arabic (Sanaani Spoken),other
atu,Arabic (Tunis),other
arh,"Arabic, Bedouin-Hijazi ",other
asy,"Arabic, Damascene",other
arv,"Arabic, Negev Bedouin",other
naa,Aramaic (Amadia),other
naa,Aramaic (Amadiya),other
naj,Aramaic (Arbel Jewish),other
arr,Aranda,other
awe,Aranda (Western) ,other
awe,"Aranda, Western",other
map,Araucana,other
ara,Arawak (Lokono Dian),other
ara,Arawak (Lokono),other
ara,Arawak (Surinam),other
pir,Arawakan (Piro),other
naj,Arbel Jewish Aramaic,other
naj,Arbili Neo Aramaic,other
arx,Areare,other
tew,Arizona Tewa,other
mik,Arleng Alam,other
arm,Armenian (East),other
arw,Armenian (West),other
amp,Arrernte (Eastern),other
akn,Asante,other
cax,Asheninca (Campa),other
asm,Asmat (Flamingo Bay),other
nsy,Assyrian,other
nsy,Assyrian Neo-Aramaic,other
mxa,Atatlahuca Mixtec,other
tes,Ateso,other
ati,Attikamek,other
adn,Atynyamatana,other
adn,Atynyamathanha,other
wao,Auca,other
wao,"Auca, Huao",other
ahu,Auju,other
bch,Aurès (Ait Frah),other
awt,Autu,other
ava,"Avar, Khunza dialect",other
avo,Avukaya,other
awp,Awa-Kwaiker,other
awn,Awiya,other
awy,Awji,other
ahu,Awju,other
agt,Awngthim,other
hwr,Awroman,other
cax,Axininca Campa,other
chu,Axluslay,other
chu,Axluxlay,other
ayo,Ayaman,other
ayo,Ayamán,other
mxt,Ayutla Mixtec,other
mxt,Ayutla Mixteco,other
zan,Azande,other
brd,Baadi,other
pkn,Baagandji,other
bak,Babinga,other
obk,Baburiwa,other
ngj,Badonjunga,other
kuu,Bagadji,other
pkn,Bagandji,other
arq,Bagdahdi Arabic,other
bgr,Bagero,other
bgv,Bagwalal,other
bjs,Bajau Asli,other
bak,Baka (Cameroon),other
sng,Balawaia,other
ldu,Baledha,other
les,Balese,other
bal,Bali,other
blc,Balochi,other
lnd,Banda Linda,other
lnd,Banda-Linda,other
byu,Bandjalang (Yugambeh),other
tnn,Banen,other
ben,Bangla,other
bnw,Baniwa (Icana),other
bnw,Baniwa of Icana,other
bnw,Baniwa-Kurripako,other
lmn,Banjuri,other
wah,Banz,other
ble,Baoule,other
kac,Bara,other
ttb,Baraba Tatar,other
brl,Baragaon,other
kbr,Baram Kayan,other
brs,Barasano (Southern),other
cba,Barbareno Chumash,other
cba,Barbareño Chumash,other
bae,Bare,other
pna,Bare'e,other
nar,Barea,other
nar,"Barea, Barya, Nera",other
bua,Barera,other
ber,Barta,other
bry,Barua,other
nar,Barya,other
bas,Basa,other
ktz,Bashgali,other
bsk,Bashkir (Bashqort),other
bsk,Bashqort,other
bsq,Basque (Central),other
bqb,"Basque, Bidasoa Valley ",other
bqg,"Basque, Gernica ",other
bqh,"Basque, Hondarribia ",other
bql,"Basque, Lekeitio ",other
bqn,"Basque, Northern High Navarrese",other
bqo,"Basque, Oñati ",other
bqr,"Basque, Roncalese",other
bqs,"Basque, Sakana",other
bso,"Basque, Souletin",other
bqz,"Basque, Zeberio ",other
bsq,"Basque, central",other
ifu,Batad,other
ifu,Batad Ifugao,other
ttu,Batsbi,other
ign,Baure (Ignaciano),other
knm,Baza,other
bej,Bedauye,other
bee,Beembe (H.11),other
beg,Begak-Idaan,other
blr,Belarusan,other
bco,Bella-Coola,other
beb,Bena-Bena,other
gim,Bencho,other
bec,"Bengali, Chittagong",other
bma,Berber (Ayt Ayache Middle Atlas),other
bma,Berber (Ayt Ndhir Middle Atlas),other
tgh,Berber (Ghat),other
zen,Berber (Mauritania),other
zen,Berber (Mauritanian),other
bou,Berber (Ouargla),other
bdc,Berbice Creole Dutch,other
bar,Beri,other
brk,Berik (Tor),other
bsm,Bichelamar,other
bkl,Bicolano (Central),other
ppi,Bidhbidha,other
nbb,Big Nambas,other
sho,Big Smokey Valley Shoshoni,other
mai,Bihari,other
nak,Bileki,other
bur,Biltum,other
bia,Bira,other
ceb,Bisaya Cebuano,other
bej,Bischari,other
mei,Bishnupriya,other
buj,Bisio,other
bsm,Bislaman,other
grf,Black Carib,other
bla,Blackfeet,other
bnk,Bo,other
apk,Bogijiab,other
baw,Bom,other
btk,Bontoc,other
bor,Bora-Miranya,other
orb,Boraana,other
orb,Borana,other
bod,Boro,other
kll,Bosavi,other
kbo,Botin,other
fij,Boumaa Fijian,other
nkb,Boun,other
may,Brat,other
bri,Bribri (Katsi),other
bkt,Brok-skad,other
brc,Brunka,other
brw,"Bruu, Western",other
pat,Buang,other
bdk,Buduk,other
bdk,Budux,other
bug,Buginese,other
rbu,Bugurdz,other
rbu,Bugurdzi,other
bun,Buin,other
bkd mwb,Bukidnon,other
arp,Bukiyip,other
bsh,Bukuba,other
bui,Buli (Indonesian),other
buw,Bulu (Cameroon),other
buw,Bulu (in Cameroon),other
bum,Buma (Solomon Islands),other
bum,Buma (in Solomon Islands),other
ghr,Bunan,other
bnj,Bundjalung,other
bgo,Bungu,other
mab,Bura-Mabang,other
brm,Burmese (Colloquial),other
bur,Burushaski (Yasin),other
but,Buryat,other
bus,Busa (in Nigeria),other
bus,Busa-Bisa,other
bsh,Bushona,other
bsh,Bushonga,other
snt,Buyaka,other
zhn,Buyi,other
kbw,Bwe Karen,other
blr,Byelorussian,other
mcs,C Sierra Miwok,other
cab,Cabecar,other
kun,Caiman Nuevo,other
kng,Caingang,other
efi,Calabar,other
khm,Cambodian,other
cax,Campa,other
cax,Campa (Asheninca),other
cax,Campa Ashaninca,other
cam,Camsa,other
xar,Canala,other
cnm,Canamari,other
ckr,Canela-Kraho,other
sht,Caning,other
cnt,Cantonese Chinese,other
bro,Cape York Creole,other
nca,Car,other
nca,Car Nicobarese,other
grf,Carib (Hopkins Island),other
car,Carib (Suriname),other
kri,Cariri,other
kri,"Cariri, Kipea",other
crq,Carrier (Central),other
crq,"Carrier, Central",other
ctl,"Catalan, Eastern",other
cku,"Cathlamet, Wishram, Wasco-Wishram",other
cas,Caxinyo,other
ceb,Cebuano Visayan,other
omh,Cegiha,other
cem,Cemuhi,other
agc,Central Agta,other
nhc,Central Aztec ,other
btk,Central Bontok,other
agc,Central Cagayan,other
pmc,Central Pomo,other
mcs,Central Sierra Miwok,other
tce,Central Tarahumara,other
ynm,Central Waica,other
cic,Cewa,other
abb,Chad Arabic,other
abb,Chadian Arabic,other
chh,Chaha Gurage,other
khl,Chaladsch,other
mxc,Chalcatongo Mixtec,other
cld,Chaldean,other
ese,Chama,other
ese,Chama (Tiatinagua),other
ptt,Chamba,other
wuc,Changzhou,other
qay,Chanka,other
chz,Chaozhou Chinese,other
pre,Chasu,other
xav,Chavante,other
jeb,Chebero,other
gud,Cheke,other
mme,Cheremis (Eastern),other
mme,Cheremis (Low),other
che,"Cherokee, North Carolina",other
cic,Chewa,other
qia,Chiang,other
cjo,Chichimec,other
cjo,Chichimeco,other
cck,"Chickasaw, Oklahoma",other
lai,Chin (Lai),other
cti,Chin (Tedim),other
chq,"Chinantec, Highland, Quiotepec dialect",other
csf,"Chinantec, San Felipe Usila",other
chz cnt fuz hak hok kug mnd taq wuc xia,Chinese,other
cnt,Chinese (Cantonese),other
chz,Chinese (Chaozhou),other
hok,Chinese (Hokkien),other
kug,Chinese (Kunming),other
mnd,Chinese (Mandarin),other
ngo,Chingoni,other
jng,Chingpaw,other
jng,"Chingpaw, Jingphaw",other
jin,Chino,other
ckl,Chinook,other
nse,Chinsenga,other
apc,Chiricahua Apache,other
bec,Chittagonian Bengali,other
oto,Chiwere,other
cmy,Chontal (Mayan),other
cmy,Chontal (Tabasco),other
coi,Chorti,other
chk,Chukchee,other
idu,Chulikata,other
chu,Chulup,other
cly,Chulym Turkic,other
cba,Chumash (Barbareno),other
cin,Chumash (Ineseno),other
cum,Chumburu,other
deu,Chutiya,other
cil,CiLuba (L 31a),other
bem,Cibemba,other
nko,Ciga,other
mmw,Cimambwe,other
nse,Cinsenga,other
kab,Circassian (East),other
adt ady ash,Circassian (West),other
pme,Clear Lake Pomo,other
tsi,Coast Tsimshian,other
mco,Coatlan Mixe,other
mxz,Coatzospan Mixtec,other
mxz,Coatzospan Mixteco,other
qco,Cochabamba Quechua,other
kun,Columbia Cuna,other
oka,Colville-Okanagan,other
ccm,Comaltepec Chinantec,other
coo,Coos,other
zqc,Copainalá Zoque,other
tri,Copala Trique,other
tri,Copala-Trique,other
aht,Copper River,other
cop,Coptic (Sahidic),other
kje,Coreguaja,other
mxj,Costal Mixteco,other
tso,Cou,other
apw,Coyotero,other
krh,Craho,other
bdc,Creole (Berbice Dutch),other
hcr,Creole (Haitian),other
hwc,Creole (Hawaiian),other
jcr,Creole (Jamaican),other
mcr,Creole (Mauritian),other
gbc,Crioulo (Guinea Bissau),other
scr,Croatian,other
awp,Cuaiquer,other
cui,Cuiva,other
cul,Culina (Madija),other
kun,Cuna,other
nis,Dafla,other
dga,Dagare,other
dgb,Dagomba,other
ddf,"Daju, Dar Fur dialect",other
crq,Dakelh,other
crq,Dakelh (Nak'albun/Dzinghubun),other
msk,Daloka,other
dnw,"Dangaleat, Western",other
ga,Dangme,other
dni,Dani,other
ddf,Dar Fur Daju,other
mid,Darfur-Nubian,other
drg,Dargi,other
drg,Darginski,other
drg,Dargva,other
dri,Dari (in Afghanistan),other
emb,Darien,other
emb,Darien Embera,other
drm,Darma Lwo,other
msk,Darra,other
dha,Dasenech,other
dat,Datoga,other
kul,Dawuro,other
tbu,Dazaga,other
cde,De'kwana Carib,other
gmz,Debuga,other
dre,Dehu,other
mse unm,Delaware,other
ccp,Delta River Yuman,other
chp,Dene,other
den,Deni,other
deu,Deori,other
dha,Dhaasanac,other
omh,Dhegiha,other
omh,Dhegiha (Ponca),other
luo,Dholuo,other
djp,Dhuwal,other
djp,Dhuwala,other
tja,Diegueño (Jamul),other
die,"Diegueño, Mesa Grande dialect",other
dig,Digaro Mishmi,other
dim,Dima,other
zaz,Dimili,other
dio,Diola Fogny,other
gim,Dizu,other
djm,Djambarbwingu,other
djp,Djapu Yolngu,other
tye,Djeraidy,other
ndy,Djuka,other
doy,Doayo,other
dts,"Dogon, Toro So dialect",other
dds,Dogoso,other
eud,Dohema,other
nwd,Dolakha Newari,other
don,Dong (Southern),other
nbd,Dongola,other
nbd,Dongolese Nubian,other
dds,Donno So Dogon,other
doy,Dooyaangyo,other
doy,Dooyaayo,other
dua,Douala,other
dul,Drung,other
pta,Drùbea,other
duk,Dukawa,other
dug,Dullay,other
sta,Dunsyan,other
ygd,Duru,other
zar,Dyerma,other
dio,Dyola,other
wlf,Dyolof,other
ndy,Dyuka,other
jad,Dzad,other
bob,Dzamba,other
dng,Dzing,other
amp,E Aranda,other
arm,E Armenian,other
kyl,E Kayah,other
mag,E Magar,other
tab,E Makian,other
mge,E Mnong,other
oji,E Ojibwa,other
pme,E Pomo,other
wll,E Uvea,other
arm,E. Armenian,other
amp,E. Arrernte,other
mme,E. Cheremis,other
mag,E. Magar,other
tab,E. Makian,other
mge,E. Mnong,other
oji,E. Ojibwa,other
pme,E. Pomo,other
wll,E. Uvea,other
toa,East Elema,other
gre,East Greenlandic,other
tab,East Makian,other
wll,East Uvea,other
tex,East/Central Xorasan Turkic,other
rap,Easter Island,other
arm,Eastern Armenian,other
brr,Eastern Bororo,other
mme,Eastern Cheremis,other
cea,Eastern Cree,other
kyl,Eastern Kayah,other
kyl,Eastern Kayah Li,other
hem,Eastern Luba,other
mag,Eastern Magar,other
mxp,Eastern Mixteco,other
mge,Eastern Mnong,other
oji,Eastern Ojibwa,other
orh,Eastern Oromo,other
pme,Eastern Pomo,other
egn,Egene,other
aeg,Egyptian Arabic,other
aeg,Egyptian Colloquial Arabic,other
eka,Ekagi,other
gus,Ekegusii,other
tvl,Ellice,other
cat,Embera-Catio,other
epe,Embera-Saija,other
nze,Empeo,other
emb,Empera,other
mae,Emwae,other
kyk,Enga (Kyaka),other
mce,English (Mískito Coast Creole),other
eng,English (Standard Southern British),other
ann,Enindhilyagwa,other
knp,Enkelembu,other
err,Erromanga,other
moe,Erza-Mordvin,other
ese,Ese-ejja,other
ese,Eseejja,other
ysi,Eskimo (Sirenik),other
ese,Essejja,other
yuc,Euchee,other
akn,Fante,other
akn,Fante Akan,other
akn,"Fante, Twi",other
akn,Fanti,other
blg,Farangao,other
mrs,Faranyao,other
prs,Farsi,other
fas,Fasu (Namo Me),other
fef,Fe?fe?,other
ttn,Fehan,other
kar,Fer,other
bfg,Figuig,other
fij,Fijian (Boumaa),other
fij,"Fijian, Boumaa",other
fij,"Fijian, Boumaa dialect",other
tag,Filipino,other
kfc,Fitzroy Crossing Kriol,other
duz,Flemish (Zeeuws),other
dio,Fogny,other
fon,Fon,other
fuz,Foochow,other
lcr,French (Lesser Antillean Creole),other
sey,French (Seychelles Creole),other
fea,Frisian (Saterland),other
kfy,Fu-Yu Kirghiz,other
kfy,Fu-Yu Kyrgyz,other
fuz,Fuchow,other
fua,Fulani (Adamawa),other
fbf,Fulfulde (Burkina Faso),other
fua,Fulfulde (Cameroonian),other
fma,Fulfulde (Mauritanian),other
ful,Fulnio,other
fut,Futua,other
fue,Futunan (East),other
gdk,Gadaba (Pottangi Ollar),other
aga,Gadsup (Agarabi),other
gae,Gaelic (Scottish),other
irm,"Gaelic, Munster",other
gaa,Gagudju,other
gay,Gajo,other
ngm,Gambai,other
mkg,Gambian Mandinka,other
kmw,Gamor,other
kmw,Gamu,other
bnq,Gan,other
lda,Ganda,other
tap,Gapun,other
krj,Garadjari,other
gav,Gaviao,other
gdf,Gavoko,other
kay,Gayardilt,other
bet,Gbadi,other
bir,Gbang,other
gbk,Gbaya Kaka,other
gbk,Gbaya Kara 'Bodoe,other
gbb,Gbeya,other
gbb,Gbeya-Bossangoa,other
gad,Gede,other
dha,Geleba,other
itg,Genovese,other
gue,Gere,other
lge,German (Low),other
gtg,German (Swiss Thürgau),other
gtg,German (Thürgau Swiss),other
tgh,Ghat,other
gid,Gidabul,other
niv nvs,Gilyak,other
hnk,Ginux,other
dan,Gio,other
kie,Giri,other
kis,Gizi,other
gdi,Godie,other
nkn,Gonja,other
grm,Gourmanchema,other
grm,Gourmantche,other
gro,Gouro,other
dni,Grand Valley Dani,other
gan,Great Andamanese,other
aba,Green River,other
gre,"Greenlandic, East",other
gso,"Greenlandic, South",other
ann,Groote Eylandt,other
geo,Gruzinski,other
gdl,Guadeloupean,other
gdl,Guadeloupean Creole,other
goa,Guajiro,other
nkn,Guang,other
gua,Guarani (Paraguayan),other
crg,Guaraní (Eastern Bolivian),other
wra,Guarau,other
tpt,Guarayu (Paraguay),other
tpt,Guarayú,other
ach,Guayakí,other
nbr,Guaymi,other
nbr,Guaymí (Ngäbere),other
kpe,Guerze,other
kya,Gugu Yalanji,other
guu,Gugu Yimijir,other
kya,Gugu-Yalanji,other
gfr,Guianese (French),other
arg,Gulf Arabic,other
gum,Gumbainggar,other
gum,Gumbainggir,other
wrb,Gunditjmara,other
goo,Guniyan,other
mny,Gunya,other
chh,Gurage (Central West),other
chh,Gurage (Chaha),other
nep,Gurkhali,other
grm,"Gurma (Gourma, Gourmantche, Gourmanch(ma)",other
bad,Gusha Bade,other
grg,Gutjertabia,other
gjj,Gwazazara,other
kir,Gwe,other
kth,Gwich'in,other
lai,Haka,other
hak,"Hakka, Moi-yan dialect",other
hlu,Halkomelem (Upriver),other
hmr,Hamar,other
ham,Hamtai (=Kapau),other
hal,Hanahan,other
kor,Hanguohua,other
coo,Hanis,other
coo,Hanis Coos,other
orh,Harar,other
orh,Harar Oromo,other
hrr,Harari,other
sla,Hare,other
saw,Havunese,other
knd,Havyaka,other
hwc,Hawaiian Creole English,other
hba,Hebrew (modern Ashkenazic),other
hdi,Hedi,other
eud,Heve,other
jur,Hezhen,other
umu,Hianacoto-Umaua ,other
nhh,Hidalgo Nahuatl,other
lug,High Lugbara,other
chq,Highland Chinanteco,other
cho,Highland Chontal,other
mxl,Highland Guerrero Mixteco,other
zqs,Highland Popoluca,other
mie,Highland Yao,other
hid,Hiraca,other
mki,Hitchiti,other
hmd,Hmong (White),other
hmd,Hmong Dao,other
wnb,Hochunk,other
hok,Hokkien Chinese,other
kho,Hottentot,other
aji,Houailou,other
hre,Hrey,other
qhu,Huallaga Quechua,other
chx,Huamelultec Oaxaca Chontal,other
wao,Huao,other
aik,Huari,other
nhh,Huasteca Aztec,other
nhh,Huasteca Nahuatl,other
htc,Huasteco,other
hve,Huave,other
ess,Huelel,other
hmu,Huitoto Muinane,other
hnd,Hunde,other
wya,Huron,other
iaa,Iai,other
ful,Iate,other
ful,"Iate, Yatê",other
igb,Ibo,other
ika,Ica,other
bem,Ichibemba,other
btk,Igorot,other
btk,Igorot Bontok,other
ijo,Ijo (Central Western),other
ijo,Ijo (North-Central),other
ijo,"Ijo, North-Central",other
ika,Ika (Colombia),other
klz,Ikalanga,other
kpo,Ikposso,other
ill,Illinois (Wea),other
hil,Ilonggo,other
qim,Imbabura Quechua,other
ipi,Indo-Pakistani Sign Language,other
iir,Indonesian (Irianese),other
cin,Ineseno Chumash,other
cin,Ineseño,other
cin,Ineseño Chumash,other
dgx,Ingalik,other
ann,Ingura,other
grw,"Inuktitut, West Greenlandic",other
inu,Inupiaq,other
inu,Inupiat,other
apu,Ipurina,other
apu,Ipurinã,other
lgi,Irangi,other
irx,Irantxe,other
arq,Iraqi Arabic,other
iri,Irish Gaelic,other
ird,"Irish, Donegal dialect",other
gir,Iro,other
sgu,Isangu,other
zul,IsiZulu,other
grf,Island Carib,other
grf,"Island Carib, Carib (Island)",other
tws,Isleta,other
iso,"Isoko, Uzere dialect",other
kiq,Issyk-Kul Kalmyk,other
nmi,Isthumus Nahuatl,other
ita,Italian (Roman),other
ite,Itel'men,other
itz,Itza,other
itz,Itza Maya,other
itz,Itzaj Maya,other
syu,Iui,other
ivs,"Ivatan, Southern",other
iwa,Iwaidji,other
inu,Iñupiat,other
mii,Jabaal,other
jab,Jabem,other
jbt,Jabuti,other
jak,Jacaltec,other
mja,Jamiltepec Mixtec,other
tja,Jamul Diegueño,other
tja,Jamul Tiipay,other
djn,Jandijinung,other
yny,Janjula,other
yqy,Jaqai,other
jar,Jaranchi,other
yei,Jei,other
ylm,Jelmek,other
jem,Jemez (Towa),other
jem,Jemez Towa,other
jia,Jiarong,other
jiv,Jibaro,other
mxj,Jicaltepec Mixtec,other
tol,Jicaque,other
pam,Jiliapan Pame,other
jng,Jinghpo,other
dji,Jingulu,other
jin,Jinuo,other
iwa,Jiwadja,other
lov,Jruq,other
juh,Ju'hoan,other
nai,Juchen,other
lno,Judeo Spanish,other
lno,Judeo-Espagnol,other
lno,Judeo-Spanish,other
yug,Jug,other
agt,Jupangati,other
hpd,Jupda,other
jlu,Jur,other
juh,Ju|'hoan,other
kab,Kabardino-Cherkes,other
kbl,Kabyl,other
nze,Kachcha Naga,other
jng,Kachin,other
moc,Kafa (Mo...a dialect),other
kbu,Kaidi-Kanembu,other
gbk,Kaka,other
cak,Kakchiquel,other
mou,Kala Moru,other
klt,Kalabit,other
kim,Kaladdarsch,other
tay,Kaldosh,other
nan,Kalenjin,other
kkv,Kaliai,other
kkv,Kaliai Kove,other
car,Kalihna,other
kzh,"Kam, Zhanglu dialect",other
kma,Kamaiura,other
mij,Kaman,other
kma,Kamayura,other
kba,Kamba (Bantu),other
kba,Kamba (in Kenya),other
ite,Kamchadal,other
cam,Kame.ntzá,other
cti,Kamhau,other
kmu,Kammu,other
knd,Kanarese,other
knn,Kanauri,other
kkv,Kandoka-Lusi,other
cnl,Kanela,other
kbu,Kanembu,other
kgt,Kangiryuarmiut Eskimo,other
mrs,Kaniran,other
ham,Kapau,other
eka,Kapauku,other
sar,Kapriman,other
bez,Kapuch,other
kar,Kara (in Central African Rep),other
tny,Karaboro,other
krc,Karachay,other
nok,Karagash Nogai,other
nok,Karagash Nogay,other
jva,Karaja,other
kmj,Karamojong,other
krg,Karanga (Central),other
krt,Karatay,other
mik,Karbi,other
ksg,Karen,other
kyl,Karen (Red),other
kdg,Karipuná do Guaporé,other
kri,Kariri,other
bkr,Karo Batak,other
bkr,Karo-Batak,other
rwa,Karo/Rawa,other
geo,Kartuli,other
ksh,Kashaya (Southwestern Pomo),other
ksh,Kashaya Pomo,other
ksm,Kassena,other
kti,Kate,other
kti,Kate [sic],other
cku,Kathlamet,other
new,Kathmandu Newari,other
ktz,Kativiri,other
qaw,Kawesqar,other
kyl,Kayah Li,other
kyp,Kayapo,other
kaz,Kazax,other
kei,Keiese,other
kel,Kele (Papua New Guinea),other
kel,Kele (in Papua New Guinea),other
mom,Kemelom,other
keo,Keo,other
ksa,Keres (Santa Ana Pueblo),other
skm,Kesukuma,other
arg,Khaliji,other
kha,Khalkha Mongolian,other
khu,Khami,other
mkh,Khamnigan Mongol,other
kty,Khanty (Northern),other
kty,Khanty (Obdorsk),other
kmu,Khmu,other
kmu,"Khmu?, Northern",other
bgn,Khoa,other
kho,Khoekhoe,other
kho,Khoekhoegowab,other
hyo,Khyang,other
kon,KiKongo,other
swa,KiSwahili,other
bir,Kibo,other
laf,Kidie,other
hnd,Kihunde,other
kij,Kija,other
kon,Kikongo,other
ski,Kildin,other
ski,Kildin Lappish,other
ski,Kildin Saami,other
hem,Kiluba-Hemba,other
mtb,Kimatumbi,other
mtb,Kimatuumbi,other
nde,Kinande,other
mbt,Kingbetu,other
nbo,Kinyambo,other
nym,Kinyamwezi,other
kri,Kipea,other
kri,Kipea Kiriri,other
kri,Kipeá,other
krb,Kiribatese,other
kpn,Kirinit,other
klv,Kiriwina,other
rnd,Kirundi,other
kss,"Kisi, Southern dialect",other
sge,Kisonge,other
tal,Kitalinga,other
kiw,"Kiwai, Island dialect",other
dob,Kobroor,other
cog,Kogi,other
cog,Kogui,other
kal,Kohistani,other
sre,Koho,other
koy,Koi,other
kwa,Koio,other
coc,Kokama,other
guu,Koko Imudji,other
kuu,Koko-Ja'o,other
mun,Kolh,other
clc,"Koligian, Koladgin, Caligun, Coligan",other
ijo,Kolokuma,other
ijo,Kolokuma Ijo,other
yko,Kolyma,other
kom,Koma,other
kop kzy,Komi,other
bim,Komodo,other
kjo,Kondjo,other
kut,Kootenai,other
wal,Koruon,other
kot,Kota (in India),other
lag,Kotoko-Logone,other
kfe,Kouroumba,other
hln,Koyong,other
kch,Koyra Chiini Songhay,other
kch,Koyra-Chiini,other
kse,Koyraboro Senni Songhay,other
kyn,Koyukon (Central),other
kre,Kpala,other
kpe,Kpele,other
mcr,Kreol (Mauritian),other
knq,Kriol (Roper River),other
mlc,Kristang,other
kla,Kru,other
krz,Kryc,other
bsh,Kuba,other
bjs,Kubang,other
kuk,Kuku (Bari),other
knc,Kuku Nganhcara,other
kya,Kuku Yalanji,other
thp,Kuku-thaypan,other
kuk,Kukú (d. of Bari),other
pkn,Kula,other
ynk,Kulpantja,other
non,Kumaju,other
die,Kumeyaay,other
kun,Kuna de la Frontiera,other
bkn,Kundu,other
juh,Kung,other
bur,Kunjut,other
nku,Kunuz Nubian,other
yin,Kurama,other
kji,Kurdish (Kurmanji),other
kji,Kurdish (Northern),other
kku,Kurku,other
kfe,Kurumfe,other
kro,Kurungu,other
kos,Kusaiean,other
ypk,Kuskokwim Eskimo,other
kus,Kusundu,other
kuv,Kuwi,other
kwk,Kwakwala,other
kwo,Kwoma,other
kyk,Kyaka Enga,other
kgz,Kyrgyz,other
kbu,Káidi-Kanembú,other
cog,"Köggaba, Kágaba",other
sre,Köho,other
iql,Labrador Inuktitut,other
iql,Labrador Inuttut,other
lad,"Ladakhi, dialect of Leh",other
lai,Lai (in Burma),other
lai,Lai (in Myanmar),other
lai,Lai Chin,other
cmr,Lakher,other
lkt,Lakhota (Teton),other
lkt,Lakota,other
lkt,Lakota (Teton),other
lkt,"Lakota, Dakota, Teton",other
all,Lala,other
all,"Lala, Pokau",other
evn,Lamut,other
lao,Laotian,other
sno,Lappish,other
lav,Laube,other
lje,Laudje,other
tnk,Lavongai,other
lha,Laxa,other
cle,Lealao Chinantec,other
arl,Lebanese Arabic,other
arl,Lebanese-Syrian Arabic,other
kli,Ledo,other
dji,Lee,other
ldu,Lendu (North),other
arl,Levantine Arabic,other
lez,Lezgi,other
wet,Lgona,other
dre,Lifu,other
nbe,Lingombe,other
fli,Liptaako-Dori Fula,other
fli,Liptako Ful,other
wet,Literi Lagona,other
liv,Livonian,other
lob,Lobiri,other
lug,Logbara,other
lma,Logoma,other
lag,Logone,other
ara,Lokono,other
ara,Lokono Dian,other
par,Lokoro,other
yi,Lolo,other
mbl,Lombole,other
mgo,Lomongo,other
nto,Lomtomba,other
ama,Longa,other
nto,Lontomba,other
pop,Los Reyes Metzontla,other
lin,Losengo,other
ckl,Lower Chinook,other
dni,Lower Grand Valley Dani,other
pso,Lower Lake Pomo,other
siu,Lower Umpqua,other
siu,"Lower Umpqua, Umpqua",other
mxj,Lowland Jicaltepec Mixteco,other
kil,Luba,other
kil,Luba-Shaba,other
lu,Lue,other
lug,"Lugbara, Western",other
luy,Luhya,other
lui,Luiseno,other
lbu,Lunda-Ndembu,other
nun,Lungchow,other
pin,Luritja,other
miz,Lushai,other
miz,Lushai (Mizo),other
jlu,Luwo,other
luv,Lwena,other
lu,Ly,other
mbg,Ma'a,other
mad,Ma'adi,other
mad,Ma'diti,other
